"task_event_id","team_id"
"b9e7e94f-fdb5-4083-a9aa-b4cbcec7cc10","34fbb5ed-358d-4583-bc14-1c2daaa82436"
"a06f0620-12ff-414b-8a40-085f982c2c8c","d9ed9dec-29db-4931-8f2e-875e62d9fc38"
"a06f0620-12ff-414b-8a40-085f982c2c8c","34fbb5ed-358d-4583-bc14-1c2daaa82436"
"a41795f7-8034-43d0-bba4-b7ec8bc26c96","d9ed9dec-29db-4931-8f2e-875e62d9fc38"
"a41795f7-8034-43d0-bba4-b7ec8bc26c96","34fbb5ed-358d-4583-bc14-1c2daaa82436"
"4f3de447-c8c6-401c-8a9d-8eb2d5bd18cb","34fbb5ed-358d-4583-bc14-1c2daaa82436"
"4f3de447-c8c6-401c-8a9d-8eb2d5bd18cb","d9ed9dec-29db-4931-8f2e-875e62d9fc38"
"a4a267bd-f46b-4da1-b692-dced0404c0ee","d9ed9dec-29db-4931-8f2e-875e62d9fc38"
"a4a267bd-f46b-4da1-b692-dced0404c0ee","34fbb5ed-358d-4583-bc14-1c2daaa82436"
"5c5145b9-d073-4594-afbb-a307b35fe3bc","d9ed9dec-29db-4931-8f2e-875e62d9fc38"
"c8dbc3f1-708b-4cf4-8d52-894a83bdf938","d9ed9dec-29db-4931-8f2e-875e62d9fc38"
"c8dbc3f1-708b-4cf4-8d52-894a83bdf938","34fbb5ed-358d-4583-bc14-1c2daaa82436"
"3f443240-e96c-4662-82e4-f401fa381dcb","d9ed9dec-29db-4931-8f2e-875e62d9fc38"
"3f443240-e96c-4662-82e4-f401fa381dcb","34fbb5ed-358d-4583-bc14-1c2daaa82436"
"fd7a73ec-b29c-47d2-bdb7-2dc147150131","34fbb5ed-358d-4583-bc14-1c2daaa82436"
"fd7a73ec-b29c-47d2-bdb7-2dc147150131","27264d57-eab1-4c1a-9b48-4ba05db08af2"
"fd7a73ec-b29c-47d2-bdb7-2dc147150131","d9ed9dec-29db-4931-8f2e-875e62d9fc38"
"8ba5971f-08f9-48e1-afe1-5e8afb184475","d9ed9dec-29db-4931-8f2e-875e62d9fc38"
"10729893-b12f-48f4-995d-846a3dfef684","27264d57-eab1-4c1a-9b48-4ba05db08af2"
"307a93d6-133a-4b48-b9a5-2eb1d4b17027","27264d57-eab1-4c1a-9b48-4ba05db08af2"
"d8ab70c1-82fa-4b1c-aecf-86b4b4bc2505","d9ed9dec-29db-4931-8f2e-875e62d9fc38"
"d8ab70c1-82fa-4b1c-aecf-86b4b4bc2505","27264d57-eab1-4c1a-9b48-4ba05db08af2"
"e34db215-324a-4cb5-bf77-a0b4be6536bb","27264d57-eab1-4c1a-9b48-4ba05db08af2"
"31cbbe1b-bee4-4507-ba3f-e527660cd6f2","d9ed9dec-29db-4931-8f2e-875e62d9fc38"
"640349b7-3a77-4340-a8f7-27b4c1d5f17f","34fbb5ed-358d-4583-bc14-1c2daaa82436"
"1a4f1afe-d99d-4d56-8edf-55c5aa37054a","d9ed9dec-29db-4931-8f2e-875e62d9fc38"
"6412a261-864b-4708-901b-ab2df1843821","34fbb5ed-358d-4583-bc14-1c2daaa82436"
"1dd32bc5-b3ac-49c2-8e11-a61f617ea9c7","d9ed9dec-29db-4931-8f2e-875e62d9fc38"
"6eaca20f-62de-472a-a85c-4d5201ee6059","d9ed9dec-29db-4931-8f2e-875e62d9fc38"
"1631be90-e93d-4413-b203-0c910bb69811","34fbb5ed-358d-4583-bc14-1c2daaa82436"
"da6358bd-bcff-4bf3-b730-73c04d4aeadf","d9ed9dec-29db-4931-8f2e-875e62d9fc38"
"e4cda4b3-de9a-4f62-924d-838bd316bec8","34fbb5ed-358d-4583-bc14-1c2daaa82436"
"5ba96af4-eb43-43ab-a7b5-a55150816422","34fbb5ed-358d-4583-bc14-1c2daaa82436"
"c3a9f2e8-a988-4bf7-841e-1128c1078389","34fbb5ed-358d-4583-bc14-1c2daaa82436"
"902b7fa0-8174-4a78-8cba-5e193344dd98","d9ed9dec-29db-4931-8f2e-875e62d9fc38"
"9ebd8f6d-e07a-4547-ba74-8ca323068fb3","d9ed9dec-29db-4931-8f2e-875e62d9fc38"
"aee32b11-53c9-44f8-9d50-57cf047248a5","d9ed9dec-29db-4931-8f2e-875e62d9fc38"
"25fa0c8c-9418-4079-b544-b4080bf2dcf1","d9ed9dec-29db-4931-8f2e-875e62d9fc38"
"67d80aa2-5db6-4295-b581-59c2d214f1e4","d9ed9dec-29db-4931-8f2e-875e62d9fc38"
"5a5d9746-2abd-43cf-a16c-359b4ce1e5b5","d9ed9dec-29db-4931-8f2e-875e62d9fc38"
"6567fd3e-b790-40c5-8a09-e31b2d57ed65","d9ed9dec-29db-4931-8f2e-875e62d9fc38"
"5319c5ed-021f-4e9e-aafd-3157759cea3c","d9ed9dec-29db-4931-8f2e-875e62d9fc38"
"6a58b50e-3338-4163-8e66-17187aa7eafa","34fbb5ed-358d-4583-bc14-1c2daaa82436"
"c5bb5250-2e87-4860-b02f-721449bdbb01","d9ed9dec-29db-4931-8f2e-875e62d9fc38"
"bddaa296-05e0-4322-a2f6-5eeca29cce20","d9ed9dec-29db-4931-8f2e-875e62d9fc38"
"21bb06da-a5ac-4c74-8784-9eef510430b2","d9ed9dec-29db-4931-8f2e-875e62d9fc38"
"d46c6d5d-7e1e-4b3d-bd9f-0b735d073d52","34fbb5ed-358d-4583-bc14-1c2daaa82436"
"9a73c38c-1888-431e-863d-3e6df260905b","34fbb5ed-358d-4583-bc14-1c2daaa82436"
"0d4ddadd-3354-4392-9d52-7d340a3ce1f4","d9ed9dec-29db-4931-8f2e-875e62d9fc38"
"50fd8452-cdb3-4311-8834-52b26258db13","34fbb5ed-358d-4583-bc14-1c2daaa82436"
"50fd8452-cdb3-4311-8834-52b26258db13","d9ed9dec-29db-4931-8f2e-875e62d9fc38"
"80aecf89-dc73-4368-92c6-00f7708dc337","34fbb5ed-358d-4583-bc14-1c2daaa82436"
"80aecf89-dc73-4368-92c6-00f7708dc337","d9ed9dec-29db-4931-8f2e-875e62d9fc38"
"5cb3d299-9f9d-4d3a-b187-8a20b6cd5ebc","27264d57-eab1-4c1a-9b48-4ba05db08af2"
"cc60b12d-03e8-4780-813f-15633659cf17","d9ed9dec-29db-4931-8f2e-875e62d9fc38"
"281521c8-395f-4ad1-afff-59943a6982ea","34fbb5ed-358d-4583-bc14-1c2daaa82436"
"2be42d18-bdf1-4ac2-8984-ff90c81b4f26","34fbb5ed-358d-4583-bc14-1c2daaa82436"
"2be42d18-bdf1-4ac2-8984-ff90c81b4f26","27264d57-eab1-4c1a-9b48-4ba05db08af2"
"f17bcaca-168f-4b92-86b3-10bb225249ea","34fbb5ed-358d-4583-bc14-1c2daaa82436"
"f17bcaca-168f-4b92-86b3-10bb225249ea","27264d57-eab1-4c1a-9b48-4ba05db08af2"
"a521522a-b817-4c17-81bb-4ac4afd0dadd","d9ed9dec-29db-4931-8f2e-875e62d9fc38"
"090fdd1b-97fd-4b69-a139-0eeeef8a343c","34fbb5ed-358d-4583-bc14-1c2daaa82436"
"370100fc-f26d-485e-aa5c-3c475528265b","27264d57-eab1-4c1a-9b48-4ba05db08af2"
"5c3f0884-5294-4cc6-a054-d8560b883655","34fbb5ed-358d-4583-bc14-1c2daaa82436"
"aaf7fb11-40d4-4f60-9396-1c80863c1c27","d9ed9dec-29db-4931-8f2e-875e62d9fc38"
"66f90806-f73a-4902-b219-81358c3f64d6","27264d57-eab1-4c1a-9b48-4ba05db08af2"
"66f90806-f73a-4902-b219-81358c3f64d6","34fbb5ed-358d-4583-bc14-1c2daaa82436"
"2f7f2cf6-1ac7-47c8-9221-577c5a4a0794","34fbb5ed-358d-4583-bc14-1c2daaa82436"
"c2e5a9f5-0b4a-490a-98a6-f3908f040a8d","34fbb5ed-358d-4583-bc14-1c2daaa82436"
"98d578c0-0f11-4435-967a-f5db7c4e479d","34fbb5ed-358d-4583-bc14-1c2daaa82436"
"3f53e39c-d0cb-4926-a8ad-3053ea62731f","34fbb5ed-358d-4583-bc14-1c2daaa82436"
"98b54ff8-44e4-461b-a147-f2c05d8c03b8","34fbb5ed-358d-4583-bc14-1c2daaa82436"
"58511de4-f754-40af-9a73-f16b582b59e2","34fbb5ed-358d-4583-bc14-1c2daaa82436"
"58511de4-f754-40af-9a73-f16b582b59e2","27264d57-eab1-4c1a-9b48-4ba05db08af2"
"efd284e2-1739-40a2-8b70-111621f804be","27264d57-eab1-4c1a-9b48-4ba05db08af2"
"efd284e2-1739-40a2-8b70-111621f804be","34fbb5ed-358d-4583-bc14-1c2daaa82436"
"6f7dcda3-1c0e-4c83-b7f2-8329484dc43f","27264d57-eab1-4c1a-9b48-4ba05db08af2"
"6f7dcda3-1c0e-4c83-b7f2-8329484dc43f","34fbb5ed-358d-4583-bc14-1c2daaa82436"
"e5352aff-2312-4312-863f-f52d3569bf07","34fbb5ed-358d-4583-bc14-1c2daaa82436"
"e4426d85-2198-4c22-8688-bc509e9be2b2","34fbb5ed-358d-4583-bc14-1c2daaa82436"
"06d9bf8a-ac94-4b54-a228-7c6cd075bf8a","d9ed9dec-29db-4931-8f2e-875e62d9fc38"
"88fadddb-9563-4516-a52f-941fd3e37958","d9ed9dec-29db-4931-8f2e-875e62d9fc38"
"b8df1f25-6ba5-40a9-88e9-5377ddc43c73","34fbb5ed-358d-4583-bc14-1c2daaa82436"
"38cb41e2-2e83-4956-b946-a3fbfef11594","27264d57-eab1-4c1a-9b48-4ba05db08af2"
"abf8dee2-b835-4706-9e68-4d19e8d95224","d9ed9dec-29db-4931-8f2e-875e62d9fc38"
"6d32bf8d-0df9-4b35-9c0e-a854e8815da4","27264d57-eab1-4c1a-9b48-4ba05db08af2"
"740c911f-61f9-407b-8242-3aff1139e9ff","27264d57-eab1-4c1a-9b48-4ba05db08af2"
"881de70d-54ac-49c6-9c5a-687bc71a4a03","34fbb5ed-358d-4583-bc14-1c2daaa82436"
"7c8b46fa-092b-42aa-8dc6-de35e7e6ee67","27264d57-eab1-4c1a-9b48-4ba05db08af2"
"7c8b46fa-092b-42aa-8dc6-de35e7e6ee67","34fbb5ed-358d-4583-bc14-1c2daaa82436"
"3d2606e3-4c8d-4e89-b40f-ac4a1335ba97","27264d57-eab1-4c1a-9b48-4ba05db08af2"
"7e457206-5d8a-4f06-8739-8790f87d0301","27264d57-eab1-4c1a-9b48-4ba05db08af2"
"e3d7a010-97e4-47b8-95bf-31d773d82d57","34fbb5ed-358d-4583-bc14-1c2daaa82436"
"018434f6-ef49-4a6e-8564-f7e07d9f8f45","27264d57-eab1-4c1a-9b48-4ba05db08af2"
"9822a3fe-e9ff-4c58-a823-cfbb432167a2","34fbb5ed-358d-4583-bc14-1c2daaa82436"
"9822a3fe-e9ff-4c58-a823-cfbb432167a2","27264d57-eab1-4c1a-9b48-4ba05db08af2"
"3cdcee93-0ab1-4f76-ad6e-79dbb67f35ec","27264d57-eab1-4c1a-9b48-4ba05db08af2"
"3489d626-f298-44ba-a2cf-57972a061614","d9ed9dec-29db-4931-8f2e-875e62d9fc38"
"43a1c460-b3ef-413d-9e50-835046c67387","34fbb5ed-358d-4583-bc14-1c2daaa82436"
"43a1c460-b3ef-413d-9e50-835046c67387","d9ed9dec-29db-4931-8f2e-875e62d9fc38"